timestamp,device_id,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,roll,pitch,yaw
1776067472.844967,10B4260D,3.867430866062114,-6.356432086212147,6.328970515948141,0.004577706581754304,-1.0476739481043837e-07,-0.004577566873775717,0.23486328125,-0.283935546875,-0.872314453125,-45.12688518815154,-23.32192765143173,61.857470785259196
1776067472.844967,10B42626,1.1136211043144864,-2.3285746143853085,9.389738833692668,0.004577601794819575,0.0018310826247258743,-0.0009156460881510131,-0.021728515625,-0.537841796875,-0.16455078125,-13.930137243851627,-6.567323880935026,88.59051470163837
1776067472.857824,10B4260D,3.882568902289856,-6.384774384155811,6.329637242354317,0.007324253742151434,0.0009154994194915117,-0.005493122199000625,0.240478515625,-0.277099609375,-0.8671875,-45.11802814414032,-23.32502787442575,61.85276557123736
1776067472.857824,10B42626,1.1131186254253054,-2.3279964783784375,9.433885713607312,0.0027465191737441113,0.004577720532354975,0.0009152968375935373,-0.014892578125,-0.533447265625,-0.1611328125,-13.927491042334662,-6.56287062192335,88.59030943190494
1776067472.873367,10B4260D,3.8976073107179006,-6.383425392015644,6.345398304325063,0.011901778871141607,0.001831606537480109,-0.004577615985787954,0.228515625,-0.28662109375,-0.862548828125,-45.107032130103676,-23.322773100909124,61.83453921864484
1776067472.873367,10B42626,1.097803307690459,-2.327643083056424,9.448698015629008,0.0018310267640586574,0.003662123344483351,-1.9558008549822602e-07,-0.023681640625,-0.54150390625,-0.153076171875,-13.925231227808066,-6.55943213505062,88.58845606136008
1776067472.889066,10B4260D,3.88300264729645,-6.352759830476452,6.332089892394468,0.00915465923522787,0.005493555146678954,-0.0036630596579115605,0.237548828125,-0.288818359375,-0.877197265625,-45.09426432269783,-23.324332746543067,61.83688617789805
1776067472.889066,10B42626,1.1122192775913982,-2.3125732896407256,9.43418001398904,0.0036620604871728715,-0.0009154225464058456,0.0009158276881394117,-0.01611328125,-0.5439453125,-0.166015625,-13.921828713405796,-6.560033946889444,88.58951936884479
1776067472.904280,10B4260D,3.8683501499015014,-6.351978185442565,6.362154133566731,0.0009155276358896696,0.0018300628021792557,-0.0036626052507139307,0.237548828125,-0.275390625,-0.86767578125,-45.09165518564766,-23.325943354178335,61.83384989835532
1776067472.904280,10B42626,1.0977362700353275,-2.326750512864361,9.40498351981948,0.002746484252504883,-0.0018308451108861247,0.0018314109040851766,-0.01708984375,-0.53125,-0.157958984375,-13.919349365672872,-6.561261826086065,88.5916399812319
1776067472.920014,10B4260D,3.883640097099639,-6.366343491600935,6.332780320292312,-0.000914074232508889,-0.004579578126061619,-0.005491787730437513,0.22998046875,-0.281005859375,-0.869873046875,-45.0936770762761,-23.329868721091536,61.82378832591665
1776067472.920014,10B42626,1.1121879243526342,-2.3262739206557437,9.405126084783276,0.0036621303993023074,0.003662179217185391,0.000915164130610319,-0.021728515625,-0.53515625,-0.1591796875,-13.915737746813608,-6.557542691301275,88.59163397025786
1776067472.935593,10B4260D,3.8695812397893654,-6.380491116289753,6.332942112529778,0.005492885061384387,0.0018315366633106127,-0.0027468199507476028,0.2373046875,-0.281005859375,-0.86279296875,-45.08655123842196,-23.331613177254425,61.82372217065873
1776067472.935593,10B42626,1.0967240633008797,-2.3257636581533907,9.449286132763133,0.0027467288554562123,0.00640862851430054,-8.870594930256042e-07,-0.016845703125,-0.53662109375,-0.152587890625,-13.91281040573647,-6.5514806725195776,88.59013640937127
1776067472.951295,10B4260D,3.869956553314401,-6.34996338261982,6.319283195782286,0.011902171142744607,0.0009160796027898211,-0.007323640163753323,0.23095703125,-0.283935546875,-0.87060546875,-45.073649905478455,-23.334503528962017,61.81276556810041
1776067472.951295,10B42626,1.0962629407792146,-2.3254315464393573,9.420128164657168,0.0018308102273411964,-0.0009152199457229383,0.0018314527877461362,-0.020263671875,-0.5380859375,-0.16162109375,-13.911055292715908,-6.551655267393721,88.5920309128941
1776067472.967106,10B4260D,3.8997433569777518,-6.363088259064048,6.349783871428033,0.008239307576687236,0.002746770706245922,-0.005493731005793324,0.239501953125,-0.274169921875,-0.872802734375,-45.06290784257931,-23.3377316425143,61.81097446043457
1776067472.967106,10B42626,1.1111287703691546,-2.295488756393421,9.420252219105917,0.0064088311809752125,-0.0018316761522733137,-0.0018299439868745772,-0.01220703125,-0.52880859375,-0.16357421875,-13.904511290448708,-6.5533942391153746,88.59071505813118
1776067472.982607,10B4260D,3.856041345043532,-6.362243546595927,6.350505051903387,0.002746289715372062,0.0018301535736851033,-0.0036627803073678096,0.235107421875,-0.29150390625,-0.867431640625,-45.060587957487876,-23.33581532511278,61.79599031265166
1776067472.982607,10B42626,1.1110077036551937,-2.324145944728884,9.391145540265152,0.0018310478737504426,0.0036623049037931973,0.0009147589886103308,-0.017578125,-0.546142578125,-0.15869140625,-13.902195275191385,-6.549397942141055,88.59065785687369
1776067472.998246,10B4260D,3.90004804027824,-6.37631031721654,6.351049821722266,0.0036609650098284523,0.003662081010773477,-0.0027481474960487184,0.2314453125,-0.287109375,-0.87451171875,-45.05463905457802,-23.336693043535664,61.79624727878439
1776067472.998246,10B42626,1.09544995015384,-2.3237784641945054,9.435276486561413,0.0027466872257965094,0.007324386310241367,0.0009138719366218814,-0.022705078125,-0.54296875,-0.163330078125,-13.89891753970522,-6.542016272214271,88.58975555060361
1776067473.012219,10B4260D,3.8852164407827536,-6.375754711435074,6.322472467904082,0.005491740158038788,0.003663925122624359,-0.0009168141670302095,0.234375,-0.294677734375,-0.873779296875,-45.0474094724117,-23.336789749593084,61.798806412309446
1776067473.012219,10B42626,1.0947004514678047,-2.3234441643202146,9.420800236580742,0.0018309500839475174,0.0018312573178125555,0.0009153317448795494,-0.019287109375,-0.551025390625,-0.163818359375,-13.896566081066837,-6.539546136825256,88.59011270102341
1776067473.029166,10B4260D,3.870406622235798,-6.3604406054559695,6.337849256958514,0.003660959088627367,0.004576365040653134,-0.0045798309077158105,0.238037109375,-0.286376953125,-0.872314453125,-45.04070238726493,-23.339242436874446,61.799914061114485
1776067473.029166,10B42626,1.0948731113578545,-2.3230954405290305,9.391575289684043,0.0027467914223145377,-0.0036628075820834497,-0.0018293432468392125,-0.015380859375,-0.54296875,-0.1611328125,-13.893133791459324,-6.5426290273219685,88.58916994227044
1776067473.044943,10B4260D,3.885518452099131,-6.374335484168675,6.309093121530389,0.005495910638856014,-0.003662512058690482,-0.004574019397514274,0.2392578125,-0.281494140625,-0.880859375,-45.03609100050117,-23.344684906876594,61.798196540867714
1776067473.044943,10B42626,1.1242263143896494,-2.3075569084246506,9.435724993934897,0.00823950923833459,0.002746945688594619,0.0018315785367489065,-0.014404296875,-0.535888671875,-0.171142578125,-13.884699454075742,-6.538794927743322,88.59016541754376
1776067473.060477,10B4260D,3.88638038293096,-6.373106821252632,6.3390496091581445,0.009156849353099144,-1.101467638084116e-06,-0.00823800238323954,0.2421875,-0.28369140625,-0.87353515625,-45.02667850724027,-23.34911893864908,61.787512489298564
1776067473.060538,10B42626,1.0793943342276116,-2.3070792180179502,9.450570846341746,-0.0018312636011420368,0.007325412645738709,0.0027432569809324237,-0.010009765625,-0.53955078125,-0.162841796875,-13.885606224952685,-6.530660057599031,88.59092247576409
1776067473.076307,10B4260D,3.8868239061940977,-6.371692475277463,6.325578881156701,0.01190114599307388,0.0018365321254535584,-0.0018302151668355437,0.232666015625,-0.27880859375,-0.870849609375,-45.01667886652277,-23.34791163996884,61.778929233619884
1776067473.092043,10B42626,1.1080270521380489,-2.3509039118935715,9.436082675241046,0.0036626474319325078,0.0009145637404460354,-0.001830460654650277,-0.0224609375,-0.53369140625,-0.16162109375,-13.880594434947284,-6.5291216848360065,88.5888482551118
1776067473.106314,10B4260D,3.8868011531989515,-6.35595248023833,6.341272844565281,0.005492098493749149,0.0027474410608983087,-0.0027478629608552138,0.22802734375,-0.279296875,-0.863525390625,-45.0131585166673,-23.348827689529916,61.775643985529776
1776067473.106314,10B42626,1.0936215835250933,-2.335538421863353,9.421567869349653,0.005492723983193482,-0.003662017697871759,0.0009185308283503548,-0.026611328125,-0.534423828125,-0.15478515625,-13.874608385858549,-6.531210409925598,88.5905451733238
1776067473.123681,10B4260D,3.886954171824929,-6.355529887766068,6.3269853594792,-0.0009152527826815326,0.0009115806624742492,-0.0036631627873974166,0.240966796875,-0.28271484375,-0.871826171875,-45.01601657112993,-23.35312601861449,61.77724902236284
1776067473.123681,10B42626,1.1082435991685353,-2.320203899205472,9.407090889041223,0.0036621171311691965,0.0036623120814117845,0.0009146891945996633,-0.01123046875,-0.537841796875,-0.16357421875,-13.870224622780489,-6.526343345189588,88.59061940097608
1776067473.139322,10B4260D,3.8873614533420633,-6.369970609713403,6.3269825612893005,0.000917365822205332,-0.001832973808290683,-0.0027446887625616305,0.235107421875,-0.2841796875,-0.873291015625,-45.01543239906998,-23.354716852363694,61.770665231355
1776067473.139322,10B42626,1.1074015335518776,-2.3197606236870087,9.436586928660635,0.0018312513951105275,0.006409019435773765,0.0009128382000409014,-0.01708984375,-0.539306640625,-0.162841796875,-13.867546737061089,-6.5188986480382045,88.58958610506681
1776067473.154467,10B4260D,3.8877785042450115,-6.354620785913918,6.3273920198489115,0.007324210192406734,0.0018309022653552065,-0.005493237735518623,0.23583984375,-0.28857421875,-0.8720703125,-45.007129752349314,-23.357640662510377,61.7658622828845
1776067473.154467,10B42626,1.1068691911727675,-2.334225029714609,9.42206580903604,0.0009152340863760905,3.9831498103814114e-07,0.0009158205826675902,-0.016357421875,-0.544189453125,-0.161865234375,-13.865847195374794,-6.5174573274698595,88.59026181450353
1776067473.171556,10B4260D,3.8734502602728025,-6.3682031545722655,6.313709143612573,0.008239304066435003,0.0018333610287641444,-0.00366196814037266,0.239501953125,-0.290771484375,-0.8701171875,-44.99781768720007,-23.359761229913396,61.7641370829718
1776067473.171556,10B42626,1.1070513543389853,-2.3188817409652898,9.39291392186594,0.008240179599835003,-0.0018326945661162545,-0.0018274637709815506,-0.013671875,-0.544921875,-0.1611328125,-13.856902109612182,-6.5183847432474105,88.58878279521427
1776067473.187137,10B4260D,3.8886260768875918,-6.36702329039599,6.32917173114494,0.006411227453874306,-0.0009184431289366529,-0.007321644248750744,0.2314453125,-0.283203125,-0.874755859375,-44.99020059645599,-23.365392869689067,61.759721953123545
1776067473.187137,10B42626,1.0924267064008966,-2.3325183035256027,9.437097617978452,0.0036625152882500387,0.0018302658167179573,-0.0009154850448388853,-0.020751953125,-0.537841796875,-0.16650390625,-13.852292568575079,-6.515777144124608,88.58714401827591
1776067473.202925,10B4260D,3.889088373400695,-6.351439340840462,6.329780930052501,0.0045763149653392675,0.0027462322916800863,-0.003664033856025419,0.23779296875,-0.288330078125,-0.86962890625,-44.987151295675424,-23.368046692362057,61.759490666254585
1776067473.202925,10B42626,1.1065011295219698,-2.317583704602636,9.437227419156816,4.311167454536111e-08,0.005493729125110234,0.0009121325684967643,-0.017578125,-0.542236328125,-0.160400390625,-13.852176535305981,-6.509219060482117,88.5868961878151
1776067473.218653,10B4260D,3.8745707353453054,-6.365407921503567,6.315840007397914,0.005492365659511027,0.0018325220827121612,-0.002747215575780718,0.23779296875,-0.279541015625,-0.869384765625,-44.98238130877013,-23.369287725030777,61.757010532675935
1776067473.218653,10B42626,1.0912767713940386,-2.317293740253613,9.437354711565844,0.003662571246368285,0.0018302380537527747,-0.0009153173558294851,-0.016357421875,-0.53466796875,-0.158203125,-13.84762447813847,-6.506520670439295,88.58558112638939
1776067473.233951,10B4260D,3.874515631506036,-6.364646389706927,6.331248448115073,0.005490528738335816,0.003664664395055463,-0.0018338686329952344,0.240966796875,-0.28955078125,-0.8779296875,-44.98079126872789,-23.368694590767358,61.74949512613556
1776067473.234012,10B42626,1.091287707850489,-2.3168090842074998,9.422830029831461,0.0027461210145052575,-0.0018306276330368396,0.0009177623296977112,-0.01416015625,-0.54345703125,-0.170166015625,-13.844268849151105,-6.5066292864568505,88.58672743886477
1776067473.249584,10B4260D,3.889010752573486,-6.363807657955621,6.346774002884222,0.006406344321459714,0.0036643368517310605,-0.002749110595500658,0.23095703125,-0.281005859375,-0.865966796875,-44.97361066178801,-23.367569979263862,61.74332587578509
1776067473.249584,10B42626,1.120481878472502,-2.330946526059469,9.437652736855442,0.0036622992737995394,0.0027463310658684195,-5.026703054254689e-07,-0.022705078125,-0.536376953125,-0.15185546875,-13.840609226507265,-6.502492017632794,88.58528614105172
1776067473.265170,10B4260D,3.874438410513135,-6.377597261922221,6.347659989238255,0.006408307979588907,0.0018321043220442018,-0.0036622764767045997,0.23583984375,-0.281494140625,-0.87255859375,-44.971986663142026,-23.37134830079795,61.744211952986504
1776067473.265170,10B42626,1.0906053216045382,-2.3158192531434705,9.423152350938194,0.002746541964980464,0.004578090770302343,0.0009133829442291378,-0.016845703125,-0.536865234375,-0.16357421875,-13.836347778091977,-6.496997057820617,88.58633978366487
1776067473.280423,10B4260D,3.874696650866223,-6.347484887785145,6.319004395423244,0.0054939620340743395,0.0009144966635647394,-0.00457690125454756,0.239990234375,-0.280517578125,-0.87353515625,-44.97008476251065,-23.374714567903336,61.74007717791541
1776067473.280423,10B42626,1.0902955769078624,-2.344621168205724,9.423352652308163,0.003662039902936719,-0.0009158054217014024,2.2283664517946178e-06,-0.01318359375,-0.536376953125,-0.159912109375,-13.832708747006452,-6.496481184701489,88.58626833119412
1776067473.295979,10B4260D,3.8899634413199515,-6.375658212515185,6.349053875407968,0.006411386764529174,-3.954447004768272e-06,-0.007321876716042925,0.235107421875,-0.283935546875,-0.86669921875,-44.96666678908262,-23.37962983467362,61.72964329372821
1776067473.295979,10B42626,1.0905818124405628,-2.314636610034576,9.40880420705955,0.00549257071771366,-0.0027463072332514623,0.0009199067903529087,-0.0185546875,-0.540771484375,-0.157470703125,-13.827086272525047,-6.497308816040276,88.58681585589973
1776067473.311552,10B4260D,3.8759169411329695,-6.3600437866919775,6.349613576213933,0.004578716392122018,0.0009123244588286072,-0.005492812036373166,0.2294921875,-0.280517578125,-0.8740234375,-44.96418145209136,-23.383587481234038,61.727087464596124
1776067473.311552,10B42626,1.1052100562601352,-2.3289369250468366,9.40892780635065,-0.0009152961591138989,0.002746657913696837,-2.5634325597891687e-06,-0.02392578125,-0.536376953125,-0.16357421875,-13.82675879890284,-6.493355325656826,88.58663899873805
1776067473.327275,10B4260D,3.8910717616463075,-6.3737577359185185,6.3648802012626495,0.0054948854295769215,-8.611699269482227e-07,-0.004575589445341179,0.23486328125,-0.283447265625,-0.873291015625,-44.96470885828667,-23.38900914474315,61.7309817803531
1776067473.327275,10B42626,1.0898977113708639,-2.3432171397794166,9.467670924774424,0.0045772553681203525,0.004578706027446172,0.001829343133933623,-0.018310546875,-0.53857421875,-0.1640625,-13.823460755597273,-6.487458167790648,88.5890513553757
1776067473.343137,10B4260D,3.8620672283392405,-6.358346558923053,6.321656056924265,0.008238743406490613,0.0018360447486421337,-0.002746309099603442,0.236083984375,-0.2822265625,-0.878173828125,-44.95998305433513,-23.39050128713094,61.72985647812036
1776067473.358677,10B42626,1.1041952326786522,-2.3135798750449212,9.423838977913984,0.0009155275628105251,-9.045383092777111e-08,4.191710179358405e-07,-0.01953125,-0.536865234375,-0.16845703125,-13.823385865642916,-6.485961168528046,88.58914723960287
1776067473.374567,10B4260D,3.8915326461942823,-6.372095281264114,6.337074549871342,0.0027459348943972613,0.0018283375454272166,-0.0036639637166995197,0.234130859375,-0.28076171875,-0.870361328125,-44.9616847125478,-23.392640680052345,61.726484185376854
1776067473.374567,10B42626,1.1042574616366807,-2.3130385432524947,9.3946833507519,0.006409531156672248,-2.1698462759148445e-06,-0.0018281196428729205,-0.0185546875,-0.535888671875,-0.160888671875,-13.819222420186343,-6.484991565377829,88.58771152765287
1776067473.388135,10B4260D,3.8770229681694564,-6.3422568865759175,6.322825756044344,0.004576990999065397,0.001830476233075596,-0.0036632270745833714,0.235107421875,-0.2841796875,-0.86181640625,-44.96134122642295,-23.39480268941835,61.72403387305321
1776067473.388135,10B42626,1.1039292328501085,-2.3122422963718283,9.43883870676874,0.0027460536989403193,0.003663513495625196,0.0018290424713012824,-0.01806640625,-0.54150390625,-0.1533203125,-13.816833399548383,-6.479984725720216,88.58894270242833
1776067473.405596,10B4260D,3.8773501162524364,-6.370776181850148,6.308955731247599,0.005492195566946207,0.0027440686656620217,-0.005495414767517218,0.2373046875,-0.27685546875,-0.8740234375,-44.95508982636329,-23.396191247963827,61.71930148613824
1776067473.405596,10B42626,1.0888362429824439,-2.326634077133577,9.395044726970488,0.0018307907312841854,0.0018317115901927523,0.000914744802598067,-0.018310546875,-0.532958984375,-0.162353515625,-13.812231192372735,-6.477048930430987,88.5900473988505
1776067473.421344,10B4260D,3.8775822135223814,-6.3697074968510705,6.324480970542023,0.008239103993621547,0.0018350755059004648,-0.003661594577661648,0.23828125,-0.2841796875,-0.878173828125,-44.954065562100006,-23.398493613661117,61.71104774658854
1776067473.421344,10B42626,1.1032458270628298,-2.311394958009652,9.43912614144779,0.004578658239380166,0.0009133358933694204,-0.0018296002944130317,-0.015869140625,-0.5400390625,-0.16943359375,-13.80884180918939,-6.475473072368566,88.58825513208748
1776067473.436980,10B4260D,3.877933653352261,-6.35391343878676,6.3253431603572645,0.007326006603145011,0.0009135234611909566,-0.006406971203413542,0.234619140625,-0.279541015625,-0.87841796875,-44.950600237017625,-23.40256880008958,61.70495282289353
1776067473.436980,10B42626,1.1033625722867373,-2.3402713177964443,9.424632105990026,0.0009153591220643413,-0.0018311374162657365,2.242156220795817e-06,-0.01806640625,-0.534912109375,-0.167724609375,-13.810656150564727,-6.47601869396821,88.58720996242425
1776067473.452626,10B4260D,3.878532374726963,-6.381950230019795,6.340984155742484,0.008241107755263403,0.00091641580946087,-0.005491021907043585,0.2392578125,-0.28125,-0.865478515625,-44.9505558385529,-23.407481858079823,61.70207057842388
1776067473.452626,10B42626,1.1030323086096008,-2.310421028603332,9.454028992775184,0.005493217872793855,0.005493556083237817,0.0009128872634696191,-0.015380859375,-0.535400390625,-0.1552734375,-13.808492135772267,-6.469682139345065,88.58656536266365
1776067473.468394,10B4260D,3.8786733062905046,-6.366059730655909,6.356648815680442,0.009151561650435977,0.0036694650655011043,-0.0027492325541779517,0.233642578125,-0.282958984375,-0.8701171875,-44.94249988018832,-23.405718391516146,61.69203755552599
1776067473.468394,10B42626,1.102305557000027,-2.339284937064683,9.454278779065302,8.61140973380411e-07,0.003661171984878656,-0.0009192704497532071,-0.01953125,-0.537353515625,-0.162353515625,-13.805960394040829,-6.465670538794552,88.58403750780069
1776067473.484154,10B4260D,3.878550625977037,-6.350516598878635,6.342955614736016,0.005489450435169987,0.003664348785569818,-0.002751067374822812,0.2294921875,-0.280029296875,-0.868896484375,-44.94071191326774,-23.40562461098525,61.69210816640626
1776067473.484222,10B42626,1.0875487802883728,-2.3244779217763103,9.425005516221198,0.00274589056332768,-0.0018303678181995008,0.000918970450234738,-0.023681640625,-0.534912109375,-0.16015625,-13.80443960655859,-6.4663417110122134,88.5864651926706
1776067473.499865,10B4260D,3.864122990835376,-6.364650130854651,6.35802700222705,3.264610719974896e-06,-0.0009229258888393767,-0.0036602534427593154,0.2314453125,-0.280029296875,-0.8720703125,-44.948212179033966,-23.41065092249956,61.699391012391466
1776067473.499865,10B42626,1.1023817599147914,-2.309090356862306,9.439791127994495,0.006408602730244487,-0.0009161587812542018,4.526858837110587e-06,-0.0205078125,-0.5361328125,-0.161865234375,-13.799043629879304,-6.466414771955927,88.5908879806552
1776067473.515158,10B4260D,3.8795253930803626,-6.378952353945574,6.328813561349108,0.0018371014747259728,-0.0018413450879267313,-0.006404022488459784,0.228759765625,-0.277099609375,-0.869873046875,-44.95389961139906,-23.41798538338722,61.70248107781043
1776067473.515158,10B42626,1.1167380785195897,-2.3231344089750996,9.425383964577135,0.0018310095908304392,0.004578460058573935,0.0009115038036611589,-0.02587890625,-0.532470703125,-0.1591796875,-13.79828291383242,-6.4611968646855304,88.59257388666578
1776067473.530491,10B4260D,3.8803364107958753,-6.377849132757623,6.344005994834113,0.010075480843006928,-0.0009134273098077442,-0.006401702690274491,0.23486328125,-0.2890625,-0.874267578125,-44.95384615542078,-23.425677928337144,61.706929238362726
1776067473.530491,10B42626,1.10122399090515,-2.3376050847933065,9.410905712097016,0.0009162166592303572,0.006408591415665585,-6.600219040746424e-06,-0.019775390625,-0.5439453125,-0.161865234375,-13.797957831590333,-6.454822989699079,88.59740606207117
1776067473.546039,10B4260D,3.910039270271141,-6.361763152146484,6.330473196415361,0.010984883505851493,0.0018423364079353378,-0.0027449689503421474,0.237060546875,-0.286376953125,-0.86865234375,-44.94403591194883,-23.42562862010971,61.71119961842009
1776067473.546039,10B42626,1.085963540195952,-2.337176253398762,9.440339965709088,0.003662209419287279,0.0009151384656136497,1.320657450719568e-06,-0.01611328125,-0.542236328125,-0.157958984375,-13.79443558105893,-6.45350447183224,88.59899715221871
1776067473.561520,10B4260D,3.8662248731237243,-6.3607303099599175,6.346098066690733,0.005491226848465171,0.0027451295745301264,-0.004580879473598067,0.2353515625,-0.278564453125,-0.870849609375,-44.93691252546514,-23.42514046214174,61.706517762682175
1776067473.561520,10B42626,1.1154980680737878,-2.321920261179887,9.425829972728197,0.004577245043134823,-0.003662593127013237,7.187806886173715e-06,-0.01806640625,-0.535400390625,-0.16162109375,-13.787996785592616,-6.456263415702307,88.59875910733703
1776067473.577132,10B4260D,3.8810518801387577,-6.360269715037652,6.317274795073571,0.0009150472576622303,0.000912872412253293,-0.0018326279319363001,0.23486328125,-0.285888671875,-0.8720703125,-44.943674307228974,-23.426787359713668,61.70279704228291
1776067473.592527,10B42626,1.115304346499982,-2.3066503211652933,9.425971084447026,0.0036610052916045974,0.005496041985923824,0.0027423056590308364,-0.019775390625,-0.542724609375,-0.162353515625,-13.786095610147818,-6.450144867680587,88.59991920567249
1776067473.608375,10B4260D,3.881021370009406,-6.374654962610955,6.3030837725844595,0.003656645373907425,0.0036660056588269604,-0.0009218295240419758,0.232666015625,-0.27197265625,-0.872802734375,-44.94219427906023,-23.424709064989223,61.7045496982402
1776067473.608375,10B42626,1.0996201408584245,-2.335537436299471,9.455517927822182,0.0009163644281496455,0.006408570106444816,-7.214702331677064e-06,-0.02099609375,-0.526611328125,-0.16259765625,-13.785695047559729,-6.444025798782105,88.60022449776709
